audio_url,prediction,sentence,tags,audio_id,audio
http://jar.bds-analytics.com:9090/group1/voice/721793.m4a,买过阿奇莱，买过PPT。,买过archlight，买过petite malle,买过-archlight，买过-petite malle,721793,data/raw/100测试语音/721793.m4a
http://jar.bds-analytics.com:9090/group1/voice/724895.m4a,无锡人喜欢大包，喜欢特喜欢使用，有送礼需求。,无锡人喜欢大包，喜欢托特喜欢实用，有送礼需求。,无锡人，喜欢-大包，喜欢-tote，喜欢-实用，赠礼,724895,data/raw/100测试语音/724895.m4a
http://jar.bds-analytics.com:9090/group1/voice/720793.m4a,在上海买过喜欢老花买了推理。,在上海买过喜欢老花买了twinny。,喜欢-老花，买过-twinny。,720793,data/raw/100测试语音/720793.m4a
http://jar.bds-analytics.com:9090/group1/voice/724690.m4a,比较纠结，喜欢法国，喜欢牛角，喜欢老花，喜欢黑色，喜欢灰色。,比较纠结，喜欢法棍，喜欢牛角，喜欢老花，喜欢黑色，喜欢灰色。,谨慎，喜欢-diane，喜欢-boulogne，喜欢-老花，喜欢-黑色，喜欢-灰色。,724690,data/raw/100测试语音/724690.m4a
http://jar.bds-analytics.com:9090/group1/voice/724756.m4a,自用喜欢老花，喜欢精致，喜欢小猫，喜欢斜挎包，喜欢可爱，喜欢发过去。,自用，喜欢老花，喜欢精致，喜欢小包，喜欢斜挎包，喜欢可爱，喜欢法棍。,自用，喜欢-老花，喜欢-精致，喜欢-小包，喜欢-斜挎包，喜欢-可爱，喜欢-diane。,724756,data/raw/100测试语音/724756.m4a
http://jar.bds-analytics.com:9090/group1/voice/724766.m4a,新疆人喜欢品质款，喜欢黑色包，喜欢大包。,新疆人喜欢皮质款，喜欢黑色包，喜欢大包。,新疆人，喜欢-皮革，喜欢-黑色，喜欢-大包。,724766,data/raw/100测试语音/724766.m4a
http://jar.bds-analytics.com:9090/group1/voice/717356.m4a,喜欢牛角，爱创 new包。,喜欢牛角，side trunk，女包,喜欢-boulogne，喜欢-side trunk，喜欢-女包,717356,data/raw/100测试语音/717356.m4a
http://jar.bds-analytics.com:9090/group1/voice/724399.m4a,精致，休闲优雅，广州人喜欢老化，可推荐你bug推荐配饰。,精致，休闲优雅，广州人喜欢老花，可推荐女包可推荐配饰。,精致，休闲，优雅，广州人，喜欢-老花，可推荐-女包，可推荐-饰品。,724399,data/raw/100测试语音/724399.m4a
http://jar.bds-analytics.com:9090/group1/voice/724422.m4a,自用喜欢老花，喜欢精致，喜欢法国，喜欢可爱喜欢。,自用，喜欢老花，喜欢精致，喜欢法棍，喜欢可爱喜欢牛角包。,自用，喜欢-老花，喜欢-精致，喜欢-diane，喜欢-可爱，喜欢-boulogne,724422,data/raw/100测试语音/724422.m4a
http://jar.bds-analytics.com:9090/group1/voice/724441.m4a,恒隆新会员需要发票，喜欢小差。,恒隆新会员需要发票，喜欢小邮差。,恒隆，需要发票，喜欢-小邮差包。,724441,data/raw/100测试语音/724441.m4a
http://jar.bds-analytics.com:9090/group1/voice/724455.m4a,喜欢黑色小包，喜欢一时这瓶香水。,喜欢黑色小包，喜欢逸时这瓶香水。,喜欢-黑色小包，喜欢-逸时。,724455,data/raw/100测试语音/724455.m4a
http://jar.bds-analytics.com:9090/group1/voice/724487.m4a,90后定系吾系比较休闲随性，循环经典老花款式的斜挎包。,90后，定居无锡，比较休闲随性，喜欢经典老花款式，喜欢斜挎包。,90后，休闲，喜欢-经典，喜欢-斜挎包。,724487,data/raw/100测试语音/724487.m4a
http://jar.bds-analytics.com:9090/group1/voice/724550.m4a,自用喜欢老花，喜欢精致，喜欢可爱，喜欢油皮，喜欢小猫。,自用喜欢老花，喜欢精致，喜欢可爱，喜欢牛皮，喜欢小包。,自用，喜欢-老花，喜欢-精致，喜欢-可爱，喜欢-牛皮，喜欢-小包。,724550,data/raw/100测试语音/724550.m4a
http://jar.bds-analytics.com:9090/group1/voice/724255.m4a,喜欢老花，喜欢经典，喜欢never，不喜欢红色，喜欢手提。,喜欢老花，喜欢经典，喜欢neverfull，喜欢红色，喜欢手提。,喜欢-老花，喜欢-经典，喜欢-neverfull，喜欢-红色，喜欢-手包。,724255,data/raw/100测试语音/724255.m4a
http://jar.bds-analytics.com:9090/group1/voice/724326.m4a,喜欢老花，喜欢他的诺，也喜欢小宝，喜欢斜挎，喜欢经典。,喜欢老花，喜欢nano noe，喜欢小包，喜欢斜挎，喜欢经典。,喜欢-老花，喜欢-nano noe，喜欢-小包，喜欢-斜挎包，喜欢-经典。,724326,data/raw/100测试语音/724326.m4a
http://jar.bds-analytics.com:9090/group1/voice/724000.m4a,喜欢老花，喜欢经典款，喜欢小宝，喜欢ib，喜欢牛角，喜欢法棍。,喜欢老花，喜欢经典款，喜欢小包，喜欢ivy，喜欢牛角，喜欢法棍。,喜欢-老花，喜欢-经典，喜欢-小包，喜欢-ivy，喜欢-boulogne，喜欢-diane。,724000,data/raw/100测试语音/724000.m4a
http://jar.bds-analytics.com:9090/group1/voice/724010.m4a,喜欢黑色，喜欢看，若喜欢法官。,喜欢黑色，喜欢carryall喜欢法棍,喜欢-黑色，喜欢-carryall，喜欢-diane,724010,data/raw/100测试语音/724010.m4a
http://jar.bds-analytics.com:9090/group1/voice/724135.m4a,四川人喜欢的花喜欢Cara哦。,四川人喜欢老花喜欢carryall,四川人，喜欢-老花，喜欢-carryall,724135,data/raw/100测试语音/724135.m4a
http://jar.bds-analytics.com:9090/group1/voice/725025.m4a,可推荐音箱已购，campaign go never fall，无锡人喜欢在国外购买喜欢爱马仕。,可推荐硬箱，已购capucines，已购neverfull，无锡人喜欢在国外购买喜欢爱马仕。,可推荐-硬箱，买过-capucines，买过-neverfull，无锡人，喜欢-爱马仕。,725025,data/raw/100测试语音/725025.m4a
http://jar.bds-analytics.com:9090/group1/voice/724815.m4a,无锡人喜欢运动休闲，喜欢note，喜欢脱鞋子，尺码36。,无锡人喜欢运动休闲，喜欢gucci，喜欢拖鞋，尺码36。,无锡人，喜欢-运动休闲，喜欢-gucci，喜欢-拖鞋，鞋子36码。,724815,data/raw/100测试语音/724815.m4a
http://jar.bds-analytics.com:9090/group1/voice/724828.m4a,喜欢大包，喜欢我的狗，喜欢老黄轩第2巷，华仑天奴现经典款就是超级大包。,喜欢大包，喜欢onthego，喜欢老花，喜欢迪奥，喜欢华伦天奴，喜欢经典款，喜欢超级大包。,喜欢-大包，喜欢-onthego，喜欢-老花，喜欢-迪奥，喜欢-华伦天奴，喜欢-经典,724828,data/raw/100测试语音/724828.m4a
http://jar.bds-analytics.com:9090/group1/voice/724853.m4a,无锡人喜欢爱马仕，喜欢上罗兰，低调有质感，娇小。,无锡人喜欢爱马仕，喜欢圣罗兰，低调有质感，娇小。,无锡人，喜欢-爱马仕，喜欢-圣罗兰，低调有质感，娇小。,724853,data/raw/100测试语音/724853.m4a
http://jar.bds-analytics.com:9090/group1/voice/724671.m4a,喜欢哭泣喜欢呆的窗口。,"喜欢gucci, 喜欢side trunk。身材高挑","喜欢-gucci, 喜欢-side trunk，高挑",724671,data/raw/100测试语音/724671.m4a
http://jar.bds-analytics.com:9090/group1/voice/724482.m4a,喜欢经典款，喜欢休闲，喜欢法国人，喜欢老黄，喜欢经典款，喜欢撒尿。,喜欢经典款，喜欢休闲，喜欢法棍，喜欢老花，喜欢经典款，喜欢channel。,喜欢-经典，喜欢-休闲，喜欢-diane，喜欢-老花，喜欢-经典，喜欢-channel。,724482,data/raw/100测试语音/724482.m4a
http://jar.bds-analytics.com:9090/group1/voice/724569.m4a,无锡人就零后已购，法国人喜欢女包，喜欢爱马仕喜欢哭泣。,无锡人，90后，已购法棍，喜欢女包，喜欢爱马仕喜欢gucci。,无锡人，90后，买过-diane，喜欢-女包，喜欢-爱马仕，喜欢-gucci。,724569,data/raw/100测试语音/724569.m4a
http://jar.bds-analytics.com:9090/group1/voice/723800.m4a,山东人40岁左右，鞋子穿40码，买锅底啊。,山东人40岁左右，鞋子穿40码，买过迪奥,山东人，40岁左右，鞋子40码，买过-迪奥,723800,data/raw/100测试语音/723800.m4a
http://jar.bds-analytics.com:9090/group1/voice/723388.m4a,客人称此令客人穿罗意威，客人喜欢衣服很喜欢老花，年轻人自用。,客人穿celine，客人穿罗意威，客人喜欢衣服很喜欢老花，年轻人自用。,买过-celine，买过-罗意威，客人喜欢衣服很喜欢老花，年轻人自用。,723388,data/raw/100测试语音/723388.m4a
http://jar.bds-analytics.com:9090/group1/voice/722643.m4a,喜欢黑色，喜欢酷炫，喜欢经典款，喜欢羊皮，开rio，喜欢大号，选AC，选配饰，喜欢爱马仕，个子高，喜欢匡威。,喜欢黑色，喜欢酷炫，喜欢经典款，喜欢羊皮carryall，喜欢大号，喜欢ACC，喜欢配饰，喜欢爱马仕，个子高，喜欢匡威。,,722643,data/raw/100测试语音/722643.m4a
http://jar.bds-analytics.com:9090/group1/voice/721459.m4a,喜欢逛街，喜欢香奈儿，喜欢跳。,喜欢逛街，喜欢香奈儿，喜欢迪奥,,721459,data/raw/100测试语音/721459.m4a
http://jar.bds-analytics.com:9090/group1/voice/720783.m4a,喜欢老黄啊，喜欢on the door，比较喜欢经典款，不喜欢黑色，不喜欢牛皮，喜欢爱马仕。,喜欢老花啊，喜欢on the go，比较喜欢经典款，不喜欢黑色，不喜欢牛皮，喜欢爱马仕。,,720783,data/raw/100测试语音/720783.m4a
http://jar.bds-analytics.com:9090/group1/voice/720686.m4a,喜欢迪奥买过皮，只喜欢特别不喜欢包款。,喜欢迪奥，买过皮质，喜欢特别，不喜欢包款。,,720686,data/raw/100测试语音/720686.m4a
http://jar.bds-analytics.com:9090/group1/voice/575837.m4a,客人喜欢老花，喜欢经典款，追求性价比，之前买过老花的包，裤子喜欢喜欢小now，喜欢爱马仕，喜欢普拉达。,客人喜欢老花，喜欢经典款，追求性价比，之前买过老花的包，gucci喜欢喜欢channel，喜欢爱马仕，喜欢prada。,,575837,data/raw/100测试语音/575837.m4a
http://jar.bds-analytics.com:9090/group1/voice/578560.m4a,女士，穿凡客雅宝昌巴宝burberry，喜欢大包需要放iPad，喜欢使用办公。,女士，穿凡客雅宝穿巴宝burberry，喜欢大包需要放iPad，喜欢实用办公。,,578560,data/raw/100测试语音/578560.m4a
http://jar.bds-analytics.com:9090/group1/voice/724033.m4a,嗯，喜欢买经典老牌，然后买过想要牛角包，然后买皮带穿丝裤，先生喜欢买春呢，喜欢牛仔的款式，喜欢黑色，喜欢拿诺以。,嗯，喜欢买经典老花，然后买过想要牛角包，然后买皮带穿丝裤，先生喜欢买trainer，喜欢牛仔的款式，喜欢黑色，喜欢nano noe。,,724033,data/raw/100测试语音/724033.m4a
http://jar.bds-analytics.com:9090/group1/voice/722882.m4a,送给女朋友36.5，喜欢老婆，选件喜欢穿的，喜欢lb喜欢百搭喜欢凉鞋。,送给女朋友36.5，喜欢老花经典，喜欢trainer，喜欢lv，喜欢百搭喜欢凉鞋。,,722882,data/raw/100测试语音/722882.m4a
http://jar.bds-analytics.com:9090/group1/voice/721733.m4a,现在还有没有老公喜欢男装喜欢花哨一些的男装，喜欢男宝喜欢哪些？自己喜欢女包喜欢女鞋。,现在还有没有，老公喜欢男装，喜欢花哨一些的男装，喜欢男包，喜欢男鞋，自己喜欢女包喜欢女鞋。,,721733,data/raw/100测试语音/721733.m4a
http://jar.bds-analytics.com:9090/group1/voice/721280.m4a,购买Google赠送女士礼物，男士鞋码39。,"购买go-14,赠送女士礼物，男士鞋码39。",,721280,data/raw/100测试语音/721280.m4a
http://jar.bds-analytics.com:9090/group1/voice/576523.m4a,客人45岁左右，年轻时尚，买了BD20喜欢灰色，喜欢牛皮，给女儿买了情人节限定手链喜欢acc，喜欢耳钉。,客人45岁左右，年轻时尚，买了speedy20喜欢灰色，喜欢牛皮，给女儿买了情人节限定手链喜欢acc，喜欢耳钉。,,576523,data/raw/100测试语音/576523.m4a
http://jar.bds-analytics.com:9090/group1/voice/583607.m4a,不过买过拉诺斯BD有整理需求，喜欢老花，可推荐皮质宝宝。,不过买过nano speedy有整理需求，喜欢老花，可推荐皮质包包。,,583607,data/raw/100测试语音/583607.m4a
http://jar.bds-analytics.com:9090/group1/voice/583606.m4a,购买过AV，喜欢爆款，喜欢小宝和推荐皮质宝宝，年轻。,购买过ivy，喜欢爆款，喜欢小包，可推荐皮质包包，年轻。,,583606,data/raw/100测试语音/583606.m4a
http://jar.bds-analytics.com:9090/group1/voice/583582.m4a,年轻女性爱好旅游爱好瑜伽，喜欢香奈儿，喜欢sea line。,年轻女性，爱好旅游，爱好瑜伽，喜欢channel，喜欢celine。,,583582,data/raw/100测试语音/583582.m4a
http://jar.bds-analytics.com:9090/group1/voice/585599.m4a,年轻女性喜欢歌曲，喜欢迪奥，爱好美食，买过经典款女包，法棍到货通知。,年轻女性，喜欢歌曲，喜欢迪奥，爱好美食，买过经典款女包，法棍到货通知。,,585599,data/raw/100测试语音/585599.m4a
http://jar.bds-analytics.com:9090/group1/voice/587405.m4a,喜欢color blue zone。,喜欢color blossom，喜欢小众款,,587405,data/raw/100测试语音/587405.m4a
http://jar.bds-analytics.com:9090/group1/voice/587562.m4a,喜欢凡客雅宝，喜欢施华洛世奇。,喜欢凡客雅宝，喜欢施华洛世奇。,,587562,data/raw/100测试语音/587562.m4a
http://jar.bds-analytics.com:9090/group1/voice/587995.m4a,点中年女性，爱好美食，爱好穿搭爱好看电影，喜欢爱马仕，喜欢低位买过女包法官到货通知。,点中年女性，爱好美食，爱好穿搭爱好看电影，喜欢爱马仕，喜欢迪奥，买过女包，法棍到货通知。,,587995,data/raw/100测试语音/587995.m4a
http://jar.bds-analytics.com:9090/group1/voice/642793.m4a,买过灰色大号capacity送妈妈，买过living，喜欢牛皮的质感，追求质感，比较爽气。,"买过灰色大号capucines,送妈妈，买过vavin，喜欢牛皮的质感，追求质感，比较爽气。",,642793,data/raw/100测试语音/642793.m4a
http://jar.bds-analytics.com:9090/group1/voice/710217.m4a,气质优雅，女性化留学生，文化高，精美买过set，喜欢迷你包，喜欢小包斜挎，她的妈妈，嗯微胖，优雅，她的妈妈喜欢大包。,"气质优雅，女性化,留学生，文化高，精美,买过side trunk，喜欢迷你包，喜欢小包斜挎，她的妈妈，嗯微胖，优雅，她的妈妈喜欢大包。",,710217,data/raw/100测试语音/710217.m4a
http://jar.bds-analytics.com:9090/group1/voice/623001.m4a,送妈妈，喜欢老花，喜欢经典，喜欢大容量，喜欢大象，会喜欢有质感，喜欢有肩带，需要发票。,送妈妈，喜欢老花，喜欢经典，喜欢大容量，喜欢大象灰，会喜欢有质感，喜欢有肩带，需要发票。,,623001,data/raw/100测试语音/623001.m4a
